"soru_id","yil","ay","soru_no","soru_metni","secenek_A","secenek_B","secenek_C","secenek_D","dogru_cevap","kaynak"
"2018_2019_S10_22101303_oca","2018-2019","Ocak","10","Edebiyatta ve sanatta unutulmaz dönemler vardır. Tüm iyi şair ve yazarlar, yetenekli ressam ve heykeltıraşlar ortaya çıkmak için o dönemleri beklemiştir sanki. Böyle dönemlerde, olağanüstü ikramların bulunduğu sofrada ne yiyeceğini şaşırmış bir misafir duygusuyla “Ama haksızlık bu!’’ diye düşünürsünüz. Bu metinde yazarın “Ama haksızlık bu!” demesine sebep olan durum aşağıdakilerden hangisidir?","Yalnız I.","I ve III.","II ve III.","I, II ve III.","B","22101303_ocak_ayi_ornek_sorular_sozel"
"2018_2019_S02_22105633_Kas","2018-2019","Kasım","2","Ünlü besteci Beethoven, yirmili yaşlarının sonlarına doğru işitme sorunları yaşamaya başlamıştı. Bu sorunlar - - - neredeyse hiçbir şey - - - - hâle gelen Beethoven’ın bu esnada yeni bir yöntem geliştirdiği söylenir. Beethoven, piya­ nosuna tutturduğu metal bir çubuğu - - - - kemik titreşimi yoluyla sesleri duymaya çalışıyordu. Bu yöntemde, piyanoda oluşan titreşimler metal çubuktan geçerek dişlere ulaşıyor ve buradan kafatası aracılığıyla iç kulağa iletiliyordu. Bu metinde boş bırakılan yerlere sırasıyla aşağıdakilerin hangisinde verilenler getirilmelidir?","çözülünce - algılayamaz - tutarak","ilerleyince - duyamaz - ısırarak","ortaya çıkınca - işitemez - fırlatarak","yaşanınca - sezemez - bağlayarak","B","22105633_Kasim_Ornek_Sorular_Sozel"
"2018_2019_S03_22105633_Kas","2018-2019","Kasım","3","Beyninin sağ yarım küresi baskın olan kişilerin genel özellikleri şunlardır: Sanatsal konularda yeteneklidir. Gerçeküstü hayaller kurar, mecaz anlamlarla ilgilenir. İnsanı insan yapan özellikleri (empati, şefkat...) ağır basar. Yeni şeyler üretir. Boyutları iyi algılar. Duygusaldır. Niyete bakar, iyi niyet arar. Beyninin sol yarım küresi baskın olan kişilerin genel özellikleri şunlardır: Matematiksel işlemlerde başarılıdır. Dili iyi kullanır. Net sonuçlarla ilgilenir. Sebep-sonuç ilişkisini iyi kurar ve analitik düşünme becerisine sahiptir. Bilimsel konularda başarılıdır. Mantıksaldır. Yararcıdır. Beyin üzerine yapılan bazı araştırmalar, beynin sağ ve sol yarım kürelerinin farklı fonksiyonlara sahip olduğunu göstermiştir. Uzmanlar, bu yarım kürelerden baskın olan tarafa göre kişinin yeteneklerinin farklı olacağını ve bu yarım küreleri geliştirmek için farklı egzersiz uygulamaları yapılabileceğini belirtiyor. Araştırmalara göre, Bu metinden hareketle, beyninin sol yarım küresini geliştirmek isteyen birinden, I. Bulmaca çözmek II. Satranç oynamak III. Bir müzik aleti çalmak egzersizlerinden özellikle hangilerini tercih etmesi beklenir?","Atlas Okyanusu’nu yüzme tahtası kullanmadan yüzerek geçen Ben Lecomte’un 1998 yılında Fransa’da yaptığı bu yolculuk yetmiş üç gün sürmüştür.","1998’de yetmiş üç gün süren yolculuğunda Atlas Okyanusu’nu geçen ilk kişi olan Ben Lecomte adlı yüzücü, Fransız kökenlidir.","Atlas Okyanusu’nu yüzme tahtası kullanmadan yüzerek geçen ilk kişi olan Fransız yüzücü Ben Lecomte, yetmiş üç gün süren bu yolculuğu 1998’de gerçekleştirmiştir.","Ben Lecomte, Atlas Okyanusu’nu 1998’de yüzme tahtası kullanmadan yetmiş üç günde yüzerek geçen ilk Fransız yüzücüdür.","C","22105633_Kasim_Ornek_Sorular_Sozel"
"2018_2019_S08_22105633_Kas","2018-2019","Kasım","8","Olay : Bir balıkçının, ağına takılan küçük balıkları göle bırakması Yer : Göl Zaman : Kış, öğleden sonra Kişiler : Deniz ve köpeği Anlatıcı : I. kişi Aşağıdaki metinlerden hangisi bu yapı unsurlarına uygun olarak kurgulanmıştır?","Bütün göl buz kesmişti. Balıkçılar sabah gerdikleri ağları öğleden sonra toplamaya koyuldular. Ancak ağlara takılan balıklar çok küçüktü. Moraller bozuktu ama balıkları tekrar göle bırakmak dışında bir seçenekleri yoktu. Gün kararı­ yor, köpekler havlıyor, balıkçılar evlerine elleri boş dönüyordu.","Geçen gün öğleden sonra kanepede uzanmış, karın yağışını izliyordum. O ara uyuyakalmışım. Uyku arasında biri­ nin “Denize güven olmaz, inişli çıkışlıdır.” diye bağırdığını işitince sıçradım. İsmimi kimin söylediğini anlamak için sa­ lona gittiğimde köpeğimin, ağzında kumandayı gevelediğini ve o sırada “Göl ve Deniz Balıkçıları” adlı belgeseli açı­ verdiğini fark ettim. Balıkçıların, küçük balıkları göle bıraktıkları sahnede bizimkinin nasıl yalandığını görmeliydiniz.","Deniz, o kış her öğle sonu köpeğini de yanına alarak balığa çıkmış. Önceleri olta balıkçılığına merak salsa da za­ manla ağ ile balık avlamak onu daha çok sarmış. Gölde birçok balık türü yakalamak mümkün olsa da onun turna balığına olan merakı bir başkaymış. Varsa yoksa turna... O kadar ki ağına başka balıklar takıldığında onları gerisin geri göle bırakırmış.","Vakit öğleyi geçti, hava çok soğuk. Eee, ne de olsa ocak ayındayız. Buna rağmen köpeğimle birlikte bir gölün orta­ sındayım. Neden mi bu havada bu göldeyim? Adımı boşuna Deniz koymamışlar. Herkesin bir uğraşı vardır ya, be­ nimki de balıkçılık. Yalnız prensip sahibiyimdir bu işte. Küçük balıkları avlamam. Örneğin şu ağdaki balıkların küçük olanlarını az evvel ayırıp göle bıraktım.","D","22105633_Kasim_Ornek_Sorular_Sozel"
"2018_2019_S09_22105633_Kas","2018-2019","Kasım","9","Aşağıda yazılı medya istatistikleri ile ilgili bir görsel verilmiştir. Bu görselden hareketle, I. 2017’de yayımlanan gazete sayısının aynı yıl yayımlanan dergi sayısına oranı II. 2015-2017 yılları arasında yayımlanan yerel gazetelerin baskı sayısı III. 2016 yılında gazete ve dergi okuyucularının oranı IV. 2013-2017 arasında Türkiye’de yayımlanan dergilerin yıllara göre sayısal dağılımı bilgilerinden hangilerine kesinlikle ulaşılır?","I ve II.","I ve IV.","II ve III.","III ve IV.","B","22105633_Kasim_Ornek_Sorular_Sozel"
"2018_2019_S10_22105633_Kas","2018-2019","Kasım","10","Nesne alabilen fiillere geçişli fiil, nesne alamayan fiillere geçişsiz fiil denir. Örneğin “Ufuk çay içiyor.” cümlesindeki “iç-” fiili nesne alabilen bir fiildir. Oysa “Ufuk gülüyordu.” cümlesindeki “gül-” fiili nesne alamaz. Buna göre aşağıdaki cümlelerin hangisinde geçişsiz bir fiil vardır?","Anadolu’daki Türk nüfusu artmıştır.","Balkanlarda Türk varlığı sona ermiştir.","Osmanlı Devleti’nin sınırları daralmıştır.","Balkanlarda Müslüman nüfus azalmıştır.","A","22105633_Kasim_Ornek_Sorular_Sozel"
"2018_2019_S01_24094028_Soz","2018-2019","Mayıs","1","Besinler, mineral içeriğine göre asitli ve alkali olarak sınıflandırılmaktadır. Bir besinin asit ve alkali derecesini belirtmek için pH cetvelindeki 0-14 arası değerler kullanılır. Bu cetvele göre sınıflandırılan besinlerin bazı özellikleri aşağıda verilmiştir. ● 4-7 arası pH değerlerine sahip besinler: Asitli olarak adlandırılan bu besinler, fazla tüketildiğinde vücut direncini düşürür. Vücut, dengeyi sağlayabilmek için kemik ve kaslardan magnezyum, kalsiyum, çinko gibi alkali mineralleri kullanmaya ve fazla asidi dokularda depolamaya başlar. Bu da eklem ve kas ağrıları, yorgunluk, saç dökülmesi gibi rahatsızlıklara neden olmaktadır. ● 7 pH değerinde olan besinler: Asit ve alkali bakımından nötr (etkisiz) besinlerdir. ● 7-10 arası pH değerlerine sahip besinler: Alkali olarak adlandırılan bu besinler kanın temizlenmesini sağlar, yüksek magnezyum ve potasyum içerdiğinden vücuda direnç kazandırır. Aşağıdaki tabloda bazı besinler pH cetveline göre sınıflandırılmıştır. 4 5 6 7 8 9 10 Tereyağı Siyah çay Makarna Peynir Süt Kırmızı et Fındık Kahve Tavuk eti Yumurta Balık Pişmiş ıspanak Yulaf Kakao Çeşme suyu Deniz suyu Doğal maden suyu Domates Badem Mısır Kayısı Yeşil çay Marul Bezelye Kavun İncir Havuç Brokoli Lahana Salatalık Nötr pH Cetveli Bu metin ve tablodan hareketle aşağıdakilerin hangisi söylenemez?","Lahana ve kayısı, vücuda direnç kazandıran besinlerdir.","Et ürünlerinin fazla tüketilmesi eklem ve kas ağrılarına yol açabilir.","Peynir, fındık ve yulaf saç dökülmesine neden olabilir.","Pişmiş ıspanak ve siyah çay, kanı temizleme özelliğine sahiptir.","D","24094028_Sozel_Mayis_ayi_ornek_sorular"
"2018_2019_S02_24094028_Soz","2018-2019","Mayıs","2","Bazı Nasrettin Hoca fıkralarında, insanlara bireysel özelliklerini göz önünde bulundurarak davranmak gerektiği vurgulanır. Aşağıdaki fıkralardan hangisi bu cümlede sözü edilen duruma örnek olabilir?","Adamın birine babasından büyük bir miras kalır. Kısa zamanda bu mirası tüketen adam, Hoca’ya gelerek “Elimde avucumda hiçbir şey kalmadı Hoca’m, bana bir çare!” diye yalvarır. Hoca, gayet sakin bir şekilde “Merak etme, yakında bu dertten kurtulursun.” der. Adam, sevinçle “Yoksa tekrar zengin mi olacağım?” deyince de “Hayır, parasızlığa alışacaksın!” karşılığını verir.","Hoca’nın cimri komşusu bir gün göle düşer. Arkadaşları ona yardım etmek için “Elini ver de seni çıkaralım.” derler. Fakat cimrilik, ruhuna öyle işlemiştir ki boğulma tehlikesiyle karşı karşıya kalmasına rağmen elini vermek istemez. Komşusunu çok iyi tanıyan Hoca “Al elimi de seni çıkarayım.” deyince adam, Hoca’nın elini tutar ve boğulmaktan kurtulur.","Nasrettin Hoca bir gün yoğurt mayalamak için göl kenarına gitmiş. Göle kaşık kaşık yoğurt dökmeye başlamış. Gölün etrafında piknik yapan köylüler şaşırmış. İçlerinden biri, Hoca’nın yanına gelerek şöyle demiş: – Hayırdır Hoca’m, ne yapıyorsun böyle? – Göle yoğurt çalıyorum. – İlahi hocam, göl maya tutar mı? – Ya tutarsa…","Hoca bir gün pazarda bir papağanın çok pahalı satıldığını görünce gidip evden hindisini getirmiş ve yüksek bir fiyata satmaya çalışmış. Yanındakiler gülerek “Hoca’m, bu hindi bu kadar para eder mi?” diye sormuşlar. Hoca, papağana da çok yüksek bir fiyat istediklerini söyleyince “O papağan konuşur da ondan pahalıdır.” demişler. Hoca, “O konuşursa bu da düşünür.” cevabını vermiş.","C","24094028_Sozel_Mayis_ayi_ornek_sorular"
"2018_2019_S03_24094028_Soz","2018-2019","Mayıs","3","GÖBEKLİTEPE UNESCO DÜNYA MİRAS LİSTESİ’NDE Çok sayıda yabani hayvan ﬁgürü, insan heykeli Yaklaşık 12 bin yıl öncesine ait olduğu belirtilen 65 cm uzunluğunda insan heykeli Neolitik Dönem’e ait, boyları 3 ila 6 m, ağırlıkları 40 ila 60 ton olan yabani hayvan ﬁgürlü, “T” biçimli dikili taşlar 65 cm Dışişleri Bakanlığı, Şanlıurfa’daki Göbeklitepe Arkeolojik Alanı’nın, 2018’de UNESCO Dünya Miras Listesi’ne girmesiyle Türkiye’nin söz konusu listeye kayıtlı alanlarının sayısının arttığını duyurdu. Göbeklitepe, “dünyanın en eski tapınak merkezi” kabul ediliyor. Altı yıl önce UNESCO Dünya Mirası Geçici Listesi’ne alındı. Bahreyn’de yapılan 42’nci Dünya Miras Komitesi Toplantısı’nda UNESCO Dünya Kültürel Miras Listesi’ne kabul edildi. 8 ila 30 m çapında dünyanın en eski tapınak kalıntıları 3 ila 6 m Göbeklitepe ŞANLIURFA Şanlıurfa’ya 18 km mesafede İLK KEZ 1963’TE FARK EDİLEN GÖBEKLİTEPE’DE BUGÜNE KADAR GÜN YÜZÜNE ÇIKARILAN BAZI ESERLER: Bu görseldeki bilgilerden hareketle Göbeklitepe ile ilgili, I. İnanç tarihine ait bilgileri altüst eden bir tapınaktır. II. İçindeki T biçimli ve hayvan figürlü dikili taşlar insanı temsil etmektedir. III. Türkiye’nin, Dünya Miras Listesi’nde Göbeklitepe dışında da eserleri vardır. yargılarından hangilerine ulaşılamaz?","Yalnız I.","Yalnız III.","I ve II.","II ve III.","B","24094028_Sozel_Mayis_ayi_ornek_sorular"
"2018_2019_S04_24094028_Soz","2018-2019","Mayıs","4","Aşağıdaki medya metinlerinden hangisinin yazılış amacı yay ayraç içinde yanlış verilmiştir?","Dünyadaki böcek türlerinin sayısı her geçen yıl azalıyor. Bu azalmaya zirai endüstri, doğal ortamların yok edilmesi, böcek ilacı kullanımı ve iklim değişikliği neden olmaktadır. Araştırmacılar önümüzdeki 30-40 yıl içinde gıda üretme yöntemleri değiştirilmezse böceklerin yok olacağını vurguluyor. (Olay yorumlama)","Kahve, Anadolu’nun dillere destan konukseverliğinin en önemli göstergelerinden biridir. Anadolu’da sizi acı bir kahve içmeye çağıran kişiye “Neden acı kahve?” diyemezsiniz. Bu acılıkta, yıllar yılı sürecek bir tatlılık, yakın bir dostluk vardır. Bu yüzden “Bir fincan kahvenin kırk yıl hatırı vardır.” sözü Anadolu’nun her yerinde, her zaman söylenir durur. (Kültür aktarma)","Buğday unu tüketimi ile obezite arasında doğrudan bağlantı kurulamıyor. Dünya Sağlık Örgütü’nün açıklamalarına göre Fransa’da kişi başına düşen buğday tüketimi Amerika’dakinden %50 fazla olmasına rağmen obezite oranı Amerika’dan çok daha düşük. İtalya’da ise Amerika’dakinin iki katı buğday tüketilmesine rağmen obezite oranı Amerika’dakinin dörtte biri oranında. (İkna etme)","Avrupa Nükleer Araştırma Merkezi (CERN) dünyanın en büyük fizik laboratuvarıdır. On iki Avrupa ülkesi tarafından 1954’te kurulmuştur. CERN’e üye ülkeler kendi olanakları ile gerçekleştirecekleri yüksek maliyetli araştırmaları burada yapmaktadır. 2015’ten beri CERN’e üye olan Türkiye de oradaki çalışmalara katılabilmektedir. (Bilgilendirme)","D","24094028_Sozel_Mayis_ayi_ornek_sorular"
"2018_2019_S05_24094028_Soz","2018-2019","Mayıs","5","Yandaki grafikte bir ülkenin 2015 yılındaki buğday ürünleri ihracat 1 0 2 4 3 5 6 Bulgur İrmik Makarna Un Milyon Ton miktarı gösterilmiştir. Bu ülkenin 2016’daki buğday ürünleri ihracat miktarı ile ilgili şu sonuçlara ulaşılmıştır: • En az ihraç edilen ürün makarnadır. • Un ihracatında 2015’e göre azalma gözlenmiştir. • 2015’te en çok ihraç edilen ikinci ürün, 2016’da ilk sıraya yükselmiştir. • 2015’te en az ihraç edilen ürün, 2016’da en çok ihraç edilen üçüncü ürün olmuştur. Buna göre sözü edilen ülkenin 2016 yılı buğday ürünleri ihracatını gösteren grafik aşağıdakilerden hangisi olabilir?","D) 1 0 2 4 3 5 6 Bulgur İrmik Makarna Un Milyon Ton","1 0 2 4 3 5 6 Bulgur İrmik Makarna Un Milyon Ton","1 0 2 4 3 5 6 Bulgur İrmik Makarna Un Milyon Ton 1 2 4 3 5 6 0 Bulgur İrmik Makarna Un Milyon Ton","","D","24094028_Sozel_Mayis_ayi_ornek_sorular"
"2018_2019_S06_24094028_Soz","2018-2019","Mayıs","6","Toplum içine girdiğimde en çok karşılaştığım sözler şunlar oluyor: “Size çok imreniyoruz, okuyacak ne çok vaktiniz oluyor. Sosyal medyadan paylaştığınız kitapları hevesle alıyor ama onları okuyacak vakti bir türlü bulamıyoruz.” Hâlbuki - - - -. Okumak hayatı anlamayı ve anlamlandırmayı kolaylaştırdığı için her anımızda, başka zevk arayışına girmeden bir kitabın sayfalarına demir atıveririz. Bu parçada boş bırakılan yere düşüncenin akışına göre aşağıdakilerden hangisi getirilmelidir?","zaman yetersizliği, yalnız okurların değil, toplumun genel bir sorunudur","okuyacak zamanımız olduğu için okumayız, okumaktan keyif aldığımız için okuruz","biz yazarlar da onlardan çok farklı değiliz, hayat telaşı içinde okumaya zaman bulamıyoruz","okumak, gerçekten de öyle ayaküstü yapılabilecek, geçiştirilecek bir eylem değildir","B","24094028_Sozel_Mayis_ayi_ornek_sorular"
"2018_2019_S07_24094028_Soz","2018-2019","Mayıs","7","Bugünkü sanat iklimi, sanatçılardan toplumun dertlerini ele alan şiirler istiyor. Ben de genç bir şair olarak böyle şiirler yazmaya çalışıyorum. Peki, ödevimi tam olarak yerine getirebiliyor muyum, dertlerinin çaresini arayan halka rehberlik edebiliyor muyum? Ne gezer! Bir türlü yapamıyorum. Çünkü yazdığım şiirler, o şiirleri doğuran şartların gerisinde kalıyor. Hayat benden daha hızlı gidiyor, toplum benden daha fazlasını istiyor. Toplum beni takip edecekken ben toplumu takip ediyorum. Bu yüzden son zamanlarda büyük şairlerin, zamanı yakalamaya çalışırken izlediği yöntemlere daha fazla odaklanıyorum. Kendisinden böyle söz eden bir şair aşağıdakilerin hangisinde verilenlerle nitelendirilebilir?","Gayretli - İçe dönük","Şüpheci - Umutlu","Kendine güvenen - Başkalarını önemseyen","Öz eleştiri yapabilen - Gelişime açık","D","24094028_Sozel_Mayis_ayi_ornek_sorular"
"2018_2019_S08_24094028_Soz","2018-2019","Mayıs","8","Küresel Tohum Deposu, Norveç’te bulunuyor. Burada, dünyanın her köşesinden toplanan 4,5 milyon bitki tohumunun her birinden beş yüz, toplamda 2,25 milyar örneğin depolanması hedefleniyor. İstenen çeşitliliğe ve sayıya ulaşıldıktan sonra depo kapılarının kapatılması, gerekli olmadıkça da depoya giriş ve çıkışların durdurulması planlanıyor. Bir sığınağı andıran bu depo, her biri yirmi yedi metre uzunluğunda, on metre genişliğinde ve altı metre yüksekliğinde üç ana bölümden oluşuyor. Yerin yüz yirmi metre altında bulunmasına rağmen deniz seviyesinin üstünde kalan depo, buzullar erise dahi, yükselen deniz sularının altında kalmayacak ve kutuplardan gelen soğuklardan faydalanacak şekilde özenle konumlandırılmış. Nem düzeyi düşük bir ortamda ve -18 derece sıcaklıkta korunan bitki tohumlarının, içinde bulundukları ortamda yıllarca bozulmadan kalacağı düşünülüyor. Bu metinde “Küresel Tohum Deposu” ile ilgili aşağıdakilerden hangisine değinilmemiştir?","Yapı özelliklerine","Taşıdığı öneme","Kuruluş amacına","Ortam koşullarına","B","24094028_Sozel_Mayis_ayi_ornek_sorular"
